Date,NAV,Dividend,TotalReturn,TotalReturnMethod
2025-05-26,0.7,0.0,0.8172365666434055,reinvested_dividend_index_v1
2025-05-27,0.6946,0.0,0.8109321702721564,reinvested_dividend_index_v1
2025-05-28,0.6935,0.0,0.8096479413817168,reinvested_dividend_index_v1
2025-05-29,0.6935,0.0,0.8096479413817168,reinvested_dividend_index_v1
2025-05-30,0.6929,0.0,0.8089474528960223,reinvested_dividend_index_v1
2025-06-03,0.688,0.0,0.8032267969295185,reinvested_dividend_index_v1
2025-06-04,0.689,0.0,0.8043942777390091,reinvested_dividend_index_v1
2025-06-05,0.6945,0.0,0.8108154221912074,reinvested_dividend_index_v1
2025-06-06,0.7008,0.0,0.8181705512909979,reinvested_dividend_index_v1
2025-06-09,0.7008,0.0,0.8181705512909979,reinvested_dividend_index_v1
2025-06-10,0.7025,0.0,0.820155268667132,reinvested_dividend_index_v1
2025-06-11,0.7024,0.0,0.820038520586183,reinvested_dividend_index_v1
2025-06-12,0.6934,0.0,0.8095311933007677,reinvested_dividend_index_v1
2025-06-13,0.6883,0.0,0.8035770411723657,reinvested_dividend_index_v1
2025-06-16,0.6957,0.0,0.812216399162596,reinvested_dividend_index_v1
2025-06-17,0.6904,0.0,0.806028750872296,reinvested_dividend_index_v1
2025-06-18,0.6876,0.0,0.8027598046057223,reinvested_dividend_index_v1
2025-06-19,0.6824,0.0,0.7966889043963713,reinvested_dividend_index_v1
2025-06-20,0.6925,0.0,0.8084804605722262,reinvested_dividend_index_v1
2025-06-23,0.6925,0.0,0.8084804605722262,reinvested_dividend_index_v1
2025-06-24,0.6983,0.0,0.8152518492672716,reinvested_dividend_index_v1
2025-06-25,0.7013,0.0,0.8187542916957433,reinvested_dividend_index_v1
2025-06-26,0.7093,0.0,0.828094138171668,reinvested_dividend_index_v1
2025-06-30,0.7081,0.0,0.8266931612002791,reinvested_dividend_index_v1
2025-07-01,0.7103,0.0,0.8292616189811586,reinvested_dividend_index_v1
2025-07-02,0.7056,0.0,0.8237744591765528,reinvested_dividend_index_v1
2025-07-03,0.7081,0.0,0.8266931612002791,reinvested_dividend_index_v1
2025-07-04,0.7109,0.0,0.8299621074668528,reinvested_dividend_index_v1
2025-07-07,0.7074,0.0,0.8258759246336358,reinvested_dividend_index_v1
2025-07-08,0.7107,0.0,0.8297286113049547,reinvested_dividend_index_v1
2025-07-09,0.7111,0.0,0.8301956036287509,reinvested_dividend_index_v1
2025-07-10,0.7082,0.0,0.8268099092812283,reinvested_dividend_index_v1
2025-07-11,0.7026,0.0,0.820272016748081,reinvested_dividend_index_v1
2025-07-14,0.7034,0.0,0.8212060013956736,reinvested_dividend_index_v1
2025-07-15,0.7079,0.0,0.8264596650383811,reinvested_dividend_index_v1
2025-07-16,0.7055,0.0,0.8236577110956037,reinvested_dividend_index_v1
2025-07-17,0.7033,0.0,0.8210892533147245,reinvested_dividend_index_v1
2025-07-18,0.6992,0.0,0.8163025819958131,reinvested_dividend_index_v1
2025-07-21,0.704,0.0,0.8219064898813678,reinvested_dividend_index_v1
2025-07-22,0.7026,0.0,0.820272016748081,reinvested_dividend_index_v1
2025-07-23,0.7048,0.0,0.8228404745289603,reinvested_dividend_index_v1
2025-07-24,0.6989,0.0,0.8159523377529658,reinvested_dividend_index_v1
2025-07-25,0.6921,0.0,0.80801346824843,reinvested_dividend_index_v1
2025-07-28,0.687,0.0,0.802059316120028,reinvested_dividend_index_v1
2025-07-29,0.6902,0.0,0.8057952547103979,reinvested_dividend_index_v1
2025-07-30,0.6847,0.0,0.7993741102581996,reinvested_dividend_index_v1
2025-07-31,0.682,0.0,0.7962219120725752,reinvested_dividend_index_v1
2025-08-01,0.6762,0.0,0.7894505233775297,reinvested_dividend_index_v1
2025-08-04,0.6811,0.0,0.7951711793440336,reinvested_dividend_index_v1
2025-08-05,0.6775,0.0,0.7909682484298675,reinvested_dividend_index_v1
2025-08-06,0.673,0.0,0.7857145847871599,reinvested_dividend_index_v1
2025-08-07,0.6766,0.0,0.789917515701326,reinvested_dividend_index_v1
2025-08-08,0.6664,0.0,0.7780092114445221,reinvested_dividend_index_v1
2025-08-11,0.6728,0.0,0.7854810886252617,reinvested_dividend_index_v1
2025-08-12,0.6687,0.0,0.7806944173063504,reinvested_dividend_index_v1
2025-08-13,0.6753,0.0,0.7883997906489882,reinvested_dividend_index_v1
2025-08-14,0.6751,0.0,0.7881662944870901,reinvested_dividend_index_v1
2025-08-15,0.6751,0.0,0.7881662944870901,reinvested_dividend_index_v1
2025-08-18,0.6866,0.0,0.8015923237962317,reinvested_dividend_index_v1
2025-08-19,0.6916,0.0,0.8074297278436846,reinvested_dividend_index_v1
2025-08-20,0.6935,0.0,0.8096479413817168,reinvested_dividend_index_v1
2025-08-21,0.6928,0.0,0.8088307048150734,reinvested_dividend_index_v1
2025-08-22,0.6876,0.0,0.8027598046057223,reinvested_dividend_index_v1
